id,comment,label,task,,,
id11279,Bạn nào đi 38 đặt 36 vẫn vừa,2,9,,,
id11280,Có hướng dẫn đầy đủ,2,9,,,
id11281,Ưng,2,1,,,
id11282,Sản phẩm hợp với giá tiền,2,4,,,
id11283,"Shop phục vụ rất kém, lừa đảo, giao hàng thiếu, lót chuột PM nói sẽ gửi cuối cùng cũng im!!",0,5,,,
id11284,Em sẽ tiếp tục ủng hộ shop nhé,2,9,,,
id11285,Em mua ở shop lần đầu và sản phẩm em nhận được em hết sức ưng ý,2,1,,,
id11286,Còn độ bền thì chưa biết,1,1,,,
id11287,Hàng đẹp chống nước tốt,2,1,,,
id11288,Nhiệt tình ghê yêu yêu,2,5,,,
id11289,Trời ơi trơn gì loại này da công nghiệp hơi sần nhanh bẩn,0,1,,,
id11290,Shop bảo da cao cấp lau cái là trơn,0,1,,,
id11291,"Lật lót giày lên, chỉ may không khít, rất thưa, khá tệ",0,1,,,
id11292,Lưỡi gà logo Smith không nổi,0,1,,,
id11293,Đẹp dễ thương,2,1,,,
id11294,Khách nói vẫn còn già mồm được,0,5,,,
id11295,Shop chọn màu xanh giúp mình luôn,2,6,,,
id11296,Rẻ và đẹp,2,4,,,
id11297,Kapital chất lượng ra sao,1,1,,,
id11298,Shop phục vụ kém cơm chiên vụn nát bét không có được một gói nguyên,0,9,,,
id11299,"Hàng kém chất lượng, không bao giờ mua lần hai, thật sai lầm. Ai có ý định mua dừng ngay.",0,1,,,
id11300,chưa đúng hình quảng cáo thì làm sao hả shop,0,9,,,
id11301,Rẻ-đẹp,2,4,,,
id11302,Làm ăn không ra gì,0,9,,,
id11303,Mua 2 cục thì cả 2 bị gỉ không sử dụng được,0,1,,,
id11304,Không xứng đáng được một sao luôn,0,1,,,
id11305,Một cục còn bị bong hết lớp vỏ bên ngoài,0,1,,,
id11306,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm tạm được, phục vụ của shop rất tốt, rất đẹp",2,1,,,
id11307,Kệ điện thoại nhỏ chưa bằng nửa cái điện thoại,0,1,,,
id11308,Sản phẩm ngon đóng gói sạch sẽ,2,2,,,
id11309,kệ quá nhỏ Chất lượng sản phẩm kém,0,1,,,
id11310,Xay được 3 lần đã hỏng,0,1,,,
id11311,Tươi mới!!,2,1,,,
id11312,Chất lượng sản phẩm tốt giao đủ hàng,2,3,,,
id11313,Hàng cũng đẹp,2,1,,,
id11314,"Đóng gói sản phẩm kém, không biết là ngày sản xuất hay hạn sử dụng của bỉm nữa",0,2,,,
id11315,Ok sản phẩm hoàn thiện,2,1,,,
id11316,Nhờ Tiki liên hệ lại tôi gấp,0,5,,,
id11317,"Giao hàng cho tôi mỗi cái nệm, không có gối ôm như hình miêu tả",0,3,,,
id11318,Tôi không hài lòng khi một nơi mua sắm uy tín như vậy mà giao hàng thiếu đồ,0,3,,,
id11319,rất bực mình khi nhận cuốn sách này mình muốn tặng bạn mình nhưng bìa sách lại bị vẽ mực lên,0,2,,,
id11320,Rất tuyệt bà con à,2,9,,,
id11321,Da mặt mịn và trắng lắm,2,1,,,
id11322,Mua thêm hộp đựng đồng hồ mà không giao,0,3,,,
id11323,"Khách hàng hỏi shop trả lời rất rõ ràng là: ""Thiếu hộp ạ"". Chẳng khác nào lừa gạt khách hàng",0,5,,,
id11324,Cả giày cả dép đều đều ưng lắm ạ,2,1,,,
id11325,"Giao hàng nhanh, hàng sử dụng ổn",2,3,,,
id11326,Hài lòng!,2,1,,,
id11327,Đọc được 1/5 câu truyện là mình đã đóng sách lại thở dài vì tiếc tiền dại dột vì mua nó,0,9,,,
id11328,cuối cùng phải nói là vô cùng nhàm chán,0,9,,,
id11329,"Mình thấy cuốn sách do Quảng Văn xuất bản nội dung khá mới lạ về người khuyết tật, tìm kiếm trên mạng cũng thấy nói là nằm trong top truyện hay gì đó nên không ngần ngại đặt mua ngay",2,6,,,
id11330,"Trường SS tuyển dạy gắt gao thế này thế nọ thực sự tình tiết khá là ""làm quá hóa"" làm kiểu thí sinh ai ai cũng nhu nhược vậy",0,9,,,
id11331,Giám khảo dù có giỏi giang thế nào cũng không nên chà đạp lên ước mơ của người khác như vậy,0,9,,,
id11332,"Câu đầy đủ và hoàn chỉnh: ""Coi mất phát rồi thí sinh out luôn sao?!""",0,9,,,
id11333,Đời có ai lại ngông cuồng đến thế? Tình tiết làm nhân vật bốc đồng lại có chút gượng gạo cứ như ép buộc yêu nhau,0,9,,,
id11334,"Khá là tự cao tự đại nữa nhân vật thì có thể không thể hiện cái tự cao nhưng tác giả lại cứ như muốn nâng họ lên mây xanh. Đọc một phần năm cuốn truyện chưa thấm được nhiều, chỉ đủ làm mình gấp sách lại rồi để đó chờ khi nào bình tâm cố đọc thử xem sao.",0,9,,,
id11335,Được cái cái bìa nhìn đẹp lắm,2,2,,,
id11336,Có thể là do mình không thích những truyện nhẹ nhàng đọc rồi để đó nên mới nhận xét khá là tiêu cực,0,9,,,
id11337,"Chất lượng sản phẩm rất kém, hạt có mùi hôi, nhắn tin tư vấn shop không thèm trả lời",0,5,,,
id11338,Đóng gói sản phẩm rất đẹp và chắc chắn. Đúng như hình,2,2,,,
id11339,Mình có yêu cầu đổi trả nhưng shop này từ chối nhận,0,7,,,
id11340,Gọi điện thoại nói chuyển khoản trả thì mất tăm,0,5,,,
id11341,Chát không trả lời,0,5,,,
id11342,Chưa bao giờ mua Shopee mà bị lừa đảo vay,2,9,,,
id11343,Thùng hàng bị rách quá vậy shop?,0,2,,,
id11344,Mua hàng gửi toàn hàng bị lỗi báo shop nhưng không chịu đổi lại cũng không chịu hoàn trả,0,7,,,
id11345,"Câu đầy đủ và hoàn chỉnh: ""Còn bên vận chuyển thì rất có trách nhiệm, đã yêu cầu về shop nhưng do shop làm ăn không uy tín""",0,3,,,
id11346,Sản phẩm tốt không lỗi lầm gì,2,1,,,
id11347,Shop tư vấn nhiệt tình phản hồi rất nhanh giao hàng nhanh,2,5,,,
id11348,Sản phẩm chất lượng ngon vừa ăn. Cảm ơn shop!,2,1,,,
id11349,"Em nhận được hàng rồi, khá ngon, đóng gói chắc chắn",2,2,,,
id11350,Giao không đúng mẫu mình đặt,0,3,,,
id11351,"Chất lượng sản phẩm rất kém, nói chung thất vọng",0,1,,,
id11352,Vali tạm ổn với giá tuy nhiên rõ ràng ghi tặng bình nước mà mình không có!,0,4,,,
id11353,Hàng rất đẹp và rất ưng,2,1,,,
id11354,Rất đáng tiền. Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Rất đáng tiền,2,1,,,
id11355,Màu sắc xinh xắn,2,1,,,
id11356,Vải cotton lưới đẹp,2,1,,,
id11357,Mặc vừa mát vừa ấm vừa thấm mồ hôi,2,1,,,
id11358,Nói chung ưng ^^ Rất đáng tiền,2,4,,,
id11359,Chưa đọc nội dung nhưng giấy quá tệ,0,1,,,
id11360,Đóng gói cẩn thận nhưng nhân hơi ỉu.,0,2,,,
id11361,Mỏng và láng mịn. Tuy giảm giá nhưng với 266 trang và 60 nghìn thì không xứng đáng cho lắm,0,4,,,
id11362,"Không những làm dày mà còn dài mi tơi từng sợi không vón cục, có điều đầu chải to quá khó chải mi dưới. Ngoài ra, đóng gói sản phẩm xấu nhưng chắc chắn, bao bọc nhiều lớp có lớp chống sốc.",1,2,,,
id11363,Chất lượng sản phẩm tạm được bị bẩn ở sau lưng áo,0,1,,,
id11364,Shop phục vụ rất kém Rất không đáng tiền.,0,5,,,
id11365,Làm ăn không có trách nhiệm,0,9,,,
id11366,"Hàng mới về bị lỗi, chụp hình phản ánh, kêu sản phẩm không còn nguyên vẹn trong khi chưa mang lần nào",0,1,,,
id11367,Chất lượng sản phẩm tuyệt vời nhưng hộp hơi móp méo chắc là do vận chuyển,2,2,,,
id11368,Đẹp :)) màu xịn quánh lên mắt là ăn liền,2,1,,,
id11369,"Mới đầu băn khoăn không dám mua vì shop chỉ đăng ảnh chứ không có video nên không có tin tưởng lắm nhưng đến lúc nhận hàng thì quá ưng ý luôn. Thời gian giao hàng rất nhanh, shop trả lời inbox cũng nhanh, đúng là không mua thì hơi phí.",2,3,,,
id11370,Đóng gói rất cẩn thận tỉ mỉ thể hiện sự quan tâm đến khách hàng,2,2,,,
id11371,Mùi thơm cực kỳ dễ chịu,2,1,,,
id11372,"Sách hơi cũ, vận chuyển thì không gói sách như lúc trước mình mua nữa",0,3,,,
id11373,Đặt bé trai mà giao màu hồng,0,3,,,
id11374,Quạt thấy ổn,1,1,,,
id11375,Còn chất lượng phải chờ xem sao,1,1,,,
id11376,Đi rất thoải mái Thời gian giao hàng rất nhanh,2,3,,,
id11377,Phấn không khác tone 23 là mấy,1,1,,,
id11378,"Khuyên các bạn nên mua hẳn 21K, không lo bị sáng quá đâu",2,1,,,
id11379,Công nhận giày đẹp thật giá hợp lý rồi,2,4,,,
id11380,Shop tốt quá,2,9,,,
id11381,Mình hơi buồn một tẹo vì mua sách với thông báo sẽ nhận được chữ ký kèm theo nhưng khi nhận được sách thì lật tới lật lui cũng không thấy chữ ký đâu,0,1,,,
id11382,Rõ ràng là cô đơn,0,9,,,
id11383,Xong giờ ôm nỗi buồn gặm nhấm sách một mình,0,9,,,
id11384,Nội dung sách thì chắc tâm trạng đang buồn nên thấy sách cũng buồn,0,9,,,
id11385,Nói chung là niềm vui thì ít mà nỗi buồn thì nhiều,0,9,,,
id11386,Cơm ngon nhưng gà hơi cứng và ít. Đóng gói sản phẩm rất đẹp và chắc chắn,2,2,,,
id11387,Chất lượng sản phẩm rất kém. Đồng hồ chết không dùng được,0,1,,,
id11388,"Shop chọn màu rất đẹp, có điều bé nhà mình mặc hơi rộng nhưng ok. Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Thời gian giao hàng rất nhanh",2,3,,,
id11389,Giòn thơm rất ngon. Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ rất tốt. Rất đáng tiền,2,9,,,
id11390,"Gói hàng quá xấu, giày thì thô và rất cứng",0,1,,,
id11391,Shop giao thiếu hàng mình inbox thì online cũng không trả lời,0,5,,,
id11392,shop không giải quyết cho mình thì mình sẽ làm đến cùng,0,5,,,
id11393,Làm ăn thiếu trách nhiệm,0,9,,,
id11394,Bộ tiền của người khác dễ ăn lắm à??,0,9,,,
id11395,Ít ra cũng phải cho khách hàng một câu trả lời đàng hoàng,0,5,,,
id11396,Giao hàng không đúng với hình ảnh trong quảng cáo,0,3,,,
id11397,Hàng đẹp chuẩn đóng gói chất lượng,2,1,,,
id11398,Chất lượng sản phẩm rất kém mùi cứ như là thuốc trừ sâu ý,0,1,,,
id11399,Không nên sử dụng,0,9,,,
id11400,"Đóng gói sản phẩm rất kém, gói hàng không cẩn thận, phải ghi rõ là hàng dễ vỡ, mua 2 máy mà 1 máy thì tem bị rách",0,2,,,
id11401,"Máy thì bị bể, không hài lòng khi mua hàng của shop. Người giao hàng thì nói xem hàng là phải nhận, còn không nhận thì đừng xem để gửi trả lại cho shop. Có phải shop bán đồ hư mới không",0,9,,,
id11402,"Vậy là ngon rồi, mấy em sạc tiền triệu cũng chỉ tầm trên dưới 80% là cùng, em này sạc cho 5s của mình được 4 đến 5 lần",2,1,,,
id11403,"Rất đáng tiền, nói chung là ổn, mình ưng",2,1,,,
id11404,Shop bán hàng mà không kiểm tra hàng trước khi giao làm phiền người mua quá,0,3,,,
id11405,Nhân viên giao hàng chỉ cho xem hình thức bên ngoài không cho mở nguồn và sạc pin,0,3,,,
id11406,Trả tiền xong mở buồn không lên cắm sạc và chờ 30 phút vẫn không lên nguồn gọi kỹ thuật được hướng dẫn sạc thêm 4 giờ nếu không lên gửi trả để đổi máy khác,0,7,,,
id11407,Hàng đẹp chất lượng,2,1,,,
id11408,Đóng gói chắc chắn hàng tốt,2,2,,,
id11409,Đánh giá cao chất lượng sản phẩm của shop,2,1,,,
id11410,Chúc shop làm ăn thành công,2,9,,,
id11411,"Xe như xe cũ, ít vết xước thì tôi còn chấp nhận được. Đằng này chỗ nào cũng thấy vết trầy xước, gãy cả một bên nút bánh. Xe làm gì có chỗ nào phát sáng, giao hàng chậm",0,3,,,
id11412,"Một tháng sau khi sử dụng, mình cất xó vì mốc và xỉn màu",0,1,,,
id11413,Leveu nghe nhạc đã thật bà con ạ,2,9,,,
id11414,"Cần số điện thoại của bên bảo hành, nhờ bên trung tâm bán cho xin số điện thoại bảo hành",1,5,,,
id11415,Túi mới mua nhưng có dấu hiệu bung chỉ,0,1,,,
id11416,"Tôi cũng không thích phím ảo trong màn hình, cứ cảm thấy vướng, mặc dù xem video nó nhỏ đi như cái chấm",0,9,,,
id11417,"Áo ghi tay lỡ nhưng giao tay dài, ghi cotton nhưng loại vải là phi bóng",0,3,,,
id11418,Cảm giác như bị lừa vậy,0,9,,,
id11419,Vận chuyển thì ok,1,3,,,
id11420,"Chất lượng sản phẩm rất kém, mọi khi dùng hãng này bé không bao giờ bị hăm, hôm nay dùng nhà bạn bị hăm loang rộng luôn, nghi ngờ về chất lượng quá, rất không đáng tiền",0,1,,,
id11421,"Gói hàng cẩn thận, chai chiết nhìn sạch sẽ, gọn gàng, có hạn sử dụng đầy đủ",2,2,,,
id11422,Đế giày còn nhiều lỗi,0,1,,,
id11423,Bị trầy rồi shop,0,1,,,
id11424,Vỏ hơi dày khó bóc,0,2,,,
id11425,Sản phẩm giao nhanh đúng chủng loại cảm ơn shop,2,3,,,
id11426,Cỡ 43 nhưng đi không vừa chân phải đặt lại cỡ 44,0,7,,,
id11427,Sản phẩm mua về không thể sử dụng được,0,1,,,
id11428,Shop kinh doanh không có uy tín anh em đừng nên mua kẻo mất tiền oan giống mình,0,9,,,
id11429,Đồng hồ mua về chạy toàn sai thì mua làm gì,0,1,,,
id11430,Đẹp lắm ạ ❤️❤️,2,1,,,
id11431,Dây đeo lơi rơ không có chốt từ dây đeo lên đồng hồ,0,1,,,
id11432,Khăn dày đẹp,2,1,,,
id11433,"Thiết bị không tự ngắt khi đóng ngõ ra, không phù hợp để tăng áp cho máy giặt",0,9,,,
id11434,Dùng để rửa xe chắc là ổn vì áp lực đầu ra khá lớn,1,1,,,
id11435,"Không sử dụng được vì gắn iPhone X lên thì kẹp không giữ nổi, cứ cong xuống và bung ra khỏi mép bàn.",0,1,,,
id11436,Giày nhẹ rất êm chân,2,1,,,
id11437,Mua ba đôi mà chỉ bằng giá một đôi trong shop,2,8,,,
id11438,rẻ nhưng chất lượng,2,1,,,
id11439,Đồng hồ đẹp giao hàng nhanh,2,3,,,
id11440,"Shop giao nhầm size, tôi đã nhắn tin nhưng không phản hồi trong khi ở cùng xã và không xa xôi gì",0,3,,,
id11441,Mỗi tội mặt hơi to so với tay mình,0,1,,,
id11442,"iPhone 6 đã lạc hậu rồi, nên thay bạn ạ",0,9,,,
id11443,Đóng gói sản phẩm rất đẹp và chắc chắn chất lượng hàng quá kém quạt yếu,0,1,,,
id11444,"Bé này nhỏ mà lại phun sương rất mạnh luôn nhưng lúc phun sương thì máy có tiếng xì xì nghe hay hay sao ấy nhưng rất dễ thương, tiện nhẹ nói chung là đáng tiền mua. Shop tin tưởng được, shop nhiệt tình, hàng giao khá nhanh, nó nhỏ vậy đó mọi người ạ",2,3,,,
id11445,"Giao hàng nhanh, đóng gói cẩn thận, shop nhiệt tình với khách",2,3,,,
id11446,Được tặng kèm 1 ốp và 1 cường lực nhưng không có tai nghe,1,8,,,
id11447,"Máy kiểm tra sơ bộ thì còn mới, hình thức tốt nhưng đặt lại cài đặt máy để kiểm tra bên trong thì phải chờ rất lâu khoảng 20 phút",0,5,,,
id11448,"Chất lượng sản phẩm rất kém, rất không đáng tiền, thời gian giao hàng rất chậm, đặt loại này giao loại kia",0,1,,,
id11449,"Băng dính nặng, cầm sắp nổi luôn chuột ở tay",1,1,,,
id11450,Đóng gói cẩn thận Shop phục vụ rất tốt,2,5,,,
id11451,Rất thích gel Benton,2,9,,,
id11452,Dưỡng ẩm vừa đủ cho da dầu vào mùa hè,2,1,,,
id11453,Thời gian giao hàng hơi lâu có lẽ do mình ở Hà Nội,0,3,,,
id11454,Giày giống hình nhưng hơi cứng một chút,0,1,,,
id11455,Hàng gói bị móp méo,0,2,,,
id11456,Sản phẩm mỏng nhưng pin yếu thì để làm gì nhỉ,0,1,,,
id11457,Phù hợp với da dầu không bị bít lỗ chân lông,2,1,,,
id11458,"Ôi dùng tốt lắm, lên mịn",2,1,,,
id11459,"Cái cạnh chỗ hai bên cánh con dơi vẫn bén quá shop ơi, lấy giấy giáp đánh được không",0,1,,,
id11460,Shop tư vấn nhiệt tình gói hàng kỹ càng,2,2,,,
id11461,"Hàng tôi đặt là túi đeo hông của nam ngày 13/9, nhận được túi đeo của nữ. Tôi đã liên hệ với người bán nhưng chưa có trả lời. Hôm nay 16/9 lại nhận được email đơn hàng đã hoàn tất trong khi tôi đã trả lại hàng...",0,7,,,
id11462,"Chất lượng sản phẩm tạm được, quạt kêu rung, đèn LED không cháy",0,1,,,
id11463,"Chất lượng sản phẩm tuyệt vời, bao bì đóng gói hơi tệ một chút bị lủng làm kiến vào nhưng cũng không sao",1,1,,,
id11464,Shop giữ vững phong độ nhé,2,9,,,
id11465,"Bé nhà mình rất thích ngồi địu này, địu nhẹ và êm lắm, bế con khỏe re à...",2,1,,,
id11466,chủ shop lại tư vấn rất nhiệt tình và dễ thương,2,5,,,
id11467,Thích mạnh luôn á,2,9,,,
id11468,Chưa test cho 5 sao vì giao hàng nhanh,1,3,,,
id11469,Hàng đẹp lắm nha shop,2,1,,,
id11470,Mượt :)),2,1,,,
id11471,Đầu núm mỏng,0,1,,,
id11472,Giày chất rất ổn giao hàng hơi lâu chút,1,3,,,
id11473,"Chất lượng sản phẩm tuyệt vời, đẹp quá shop ơi",2,1,,,
id11474,Em mở gói hàng mà mất 30 phút,0,2,,,
id11475,Shop gói hàng kỹ quá,2,2,,,
id11476,Mở hàng ra nhìn hơi bị mê luôn 😍😍 ..các bạn nên ủng hộ shop.,2,2,,,
id11477,Shop uy tín lắm luôn,2,9,,,
id11478,Thích quá đi à...,2,9,,,
id11479,Đóng gói kỹ lưỡng hàng chất lượng,2,1,,,
id11480,Sản phẩm quá nhỏ,0,1,,,
id11481,Bắt sóng quá yếu,0,9,,,
id11482,Tốt gỗ đẹp,2,1,,,
id11483,"Áo bị rách bên trong shop ạ, size 9 cho bé 11-13kg mà bé nhà mình 10kg không vừa",0,1,,,
id11484,"Đóng gói sản phẩm kém, shop phục vụ kém",0,5,,,
id11485,Giao không đúng màu,0,3,,,
id11486,Nhắn tin cho shop thì shop không thèm trả lời,0,5,,,
id11487,Không giao đúng kích thước,0,3,,,
id11488,Rất hài lòng về chất lượng và giá tiền,2,1,,,
id11489,Giao lộn ốp,0,7,,,
id11490,"Đóng gói sản phẩm tốt, shop phục vụ khá tốt",2,5,,,
id11491,Đặt 2 gà giao 1 gà,0,3,,,
id11492,Shop làm ăn lừa đảo quá,0,9,,,
id11493,50k coi như cúng thuế,0,4,,,
id11494,Nói bù cho người ta mà im re,0,5,,,
id11495,Làm ăn kiểu này đóng cửa shop sớm,0,9,,,
id11496,Ăn gian kiểu này giàu không nổi đâu shop,0,9,,,
id11497,Zenfone 3 Ultra nhìn đẹp nhỉ,2,9,,,
id11498,"Thảm dơ dấy toàn dầu sa tế rất ám mùi rõ là lớp gói ngoài không sao, vô đến lớp gói trong mới bị. Nhưng bạn shop cứ đổ lỗi cho vận chuyển, nếu vậy mình đã chẳng nhắn tin bạn làm gì. Còn không được câu xin lỗi, nhắn tin thì câu được câu mất, trả lời cho có. Dịch vụ quá kém.",0,5,,,
id11499,Vải mỏng không dày như trong hình,0,1,,,
id11500,mua một hộp mặt nạ mà shop gửi có một gói,0,3,,,
id11501,Thời gian giao hàng rất nhanh. Giày cũng okie ạ nhưng mõm sò không được như hình ạ,1,3,,,
id11502,Bị đứt dây,0,1,,,
id11503,"Ghế mẫu mã đẹp, đáng tiền",2,1,,,
id11504,"Đóng gói sản phẩm rất đẹp và chắc chắn, shipper nhiệt tình",2,3,,,
id11505,Giày bé hơn so với size chuẩn,0,1,,,
id11506,"Không như mong đợi, hương dưa gang chưa làm sao mà uống",0,1,,,
id11507,Sách viết tương đối dễ đọc nhưng hơi cơ bản thích hợp cho những người mới vào nghề,1,1,,,
id11508,Giày xinh quá,2,1,,,
id11509,Hàng chuẩn auth sẽ ủng hộ shop dài dài!,2,1,,,
id11510,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, lần thứ 3 mua của shop rồi không cần nói nhiều, hehe",2,1,,,
id11511,Hàng giống hình nhưng vải hơi cứng,0,1,,,
id11512,"Trước tiên xin cảm ơn ba bạn Đức, Hương và Linh đã viết nên cuốn sách này",2,9,,,
id11513,Mình cũng là người thích đọc sách và quyết định mua cuốn sách này vì thấy nó khá nổi tiếng và ấn tượng ngay với tên cuốn sách cũng như những nhận xét tích cực từ mọi người,2,9,,,
id11514,Có phải do mình mới tốt nghiệp đại học xong hay không nhưng quả thật mình thấy nó chỉ phù hợp với những bạn dưới 20 tuổi mà thôi,0,9,,,
id11515,"Tuy nhiên sau khi đọc xong được vài chục trang đầu tiên thì mình thấy nội dung cuốn sách không có gì hấp dẫn, những câu chuyện của các bạn cũng không có gì ấn tượng với mình, đặc biệt là lời văn quá đỗi bình thường, không có truyền được cảm xúc và liên kết với nhau khá rời rạc, không biết các bạn viết cuốn sách này năm bao nhiêu tuổi nhưng mình đọc có cảm giác như đang đọc văn của học sinh phổ thông viết vậy.",0,9,,,
id11516,Mình cố gắng lắm mới đọc hết được 80 trang và không biết có nên đọc tiếp nữa hay không,0,9,,,
id11517,Đóng gói sản phẩm rất kém giao hàng tệ,0,2,,,
id11518,Giao sang loại gạo rau củ,1,3,,,
id11519,Buôn bán có tâm,2,9,,,
id11520,Khăn đẹp,2,1,,,
id11521,Mình đặt sản phẩm không đúng giao sản phẩm sai,0,3,,,
id11522,"Trước đây có ý kiến cho rằng tham nhũng cũng như một đám mây đen, trông thì rất gần nhưng khi đến gần thì lại chẳng thấy đâu",0,9,,,
id11523,Mua về dùng không được giống đồ chơi trẻ em được một nửa bàn chân,0,1,,,
id11524,Sản phẩm mốc vẫn giao khách hàng,0,3,,,
id11525,Thời gian giao hàng chưa nhanh lắm,0,3,,,
id11526,Chất lượng sản phẩm đúng như quảng cáo,2,1,,,
id11527,"Chất lượng sản phẩm tuyệt vời ông mặt trời. Gói hàng rất cẩn thận. Mở cái gói hàng ra mất thời gian quá trời. Sản phẩm thì ôi thôi khỏi nói rồi, rất đẹp, rất sang trọng. Tư vấn rất nhiệt tình, hỏi nhiều câu ngớ ngẩn mà thái độ vẫn thân thiện, chứ gặp shop khác chắc bị chửi từ lâu rồi.",2,1,,,
id11528,"Chất lượng sản phẩm tuyệt vời, mỗi tội không thấy có sách hướng dẫn sử dụng",0,1,,,
id11529,Nắp hộp lại bị móp méo mẫu bán 92 nghìn đồng giao mẫu khác giá có 62 nghìn đồng,0,4,,,
id11530,Chúc đắt hàng,2,9,,,
id11531,Mẫu mã đẹp chất lượng thì phải đợi thời gian,1,1,,,
id11532,"Đã kiểm tra và thử nghiệm 6 kim hoạt động bình thường, chống nước, chống trầy xước tốt",2,1,,,
id11533,Shopee 10 sao 😃 không cần sửa,2,9,,,
id11534,Chắc có lẽ giao sản phẩm quen rồi nên lần này hơi hụt hẫng. Chắc có lẽ đơn hàng với 20 quyển không được sự chăm chút hơn là đơn hàng số lượng ít hơn thì phải.,0,3,,,
id11535,Trên cả đẹp,2,1,,,
id11536,"niềm tin được xây dựng qua nhiều đơn hàng trước nhưng mất niềm tin chỉ cần một đơn hàng là đủ thiếu hóa đơn và vài cái bookmark, chắc tôi xui, bookcare nhăn nhúm dính vào nhau. Sở dĩ tôi chọn bookcare để bảo quản sách chứ không phải một cái bookcare nhăn và dính bụi vào phần trong sách. Giao hàng không theo dự kiến, phải chờ đợi...",0,3,,,
id11537,Shop gì đâu mà chu đáo ghê đã mua hàng mà còn tặng kèm nữa chứ siêu yêu chất son siêu thích Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,2,9,,,
id11538,Pin dự phòng quá tệ 36000mA mà sạc 1 điện thoại chưa hết pin còn 30% mà sạc không đầy,0,1,,,
id11539,Sản phẩm không đúng như mô tả,0,1,,,
id11540,"Hữu nhớ xây được rất ít tiêu, không nên mua. Haizz, rất hối hận khi mua sản phẩm này.",0,9,,,
id11541,Màu này hơi bị lộn chút xíu nhưng vẫn đẹp,2,1,,,
id11542,Mình khui ra rồi mới đọc nên không muốn liên hệ đổi trả,0,7,,,
id11543,Tiki giao hàng sản phẩm từ tháng 10 năm 2016,1,3,,,
id11544,Son không lì lắm,0,1,,,
id11545,Hoàn toàn không hài lòng,0,9,,,
id11546,Rất đáng tiền Đóng gói sản phẩm kém,0,2,,,
id11547,LED gọi là quá đẹp hơn con M650 đang sử dụng,2,1,,,
id11548,Nhân viên bán hàng nhiệt tình,2,5,,,
id11549,Đã được đổi sản phẩm khác dùng OK,2,7,,,
id11550,Sản phẩm không đạt như giới thiệu,0,1,,,
id11551,"Hàng đóng gói của Lixibox đẹp quá, rửa mặt cực thích vậy mà giá lại rẻ hơn bên Lixibox, yêu quá đi thôi",2,4,,,
id11552,Kích cỡ XL bé tạm được,1,1,,,
id11553,"Quần kém chất lượng, sản phẩm xấu giặt ra màu",0,1,,,
id11554,Sản phẩm này sử dụng rất thích,2,1,,,
id11555,"Bền màu dù có trôi cũng để lại lớp màu trên môi không bị nhợt nhạt, chất son mịn không hề khô",2,1,,,
id11556,Mực ngon shop nhiệt tình làm việc chuyên nghiệp rõ ràng mình rất thích ^^,2,9,,,
id11557,Chất lượng sản phẩm tuyệt vời Hàng rất đẹp,2,1,,,
id11558,Nhất định sẽ ghé mua ở shop này,2,9,,,
id11559,"Tuy có ghi chú đơn là không lấy màu hồng nhưng nồi hấp là màu hồng, hàng rất tốt sẽ ủng hộ shop",2,1,,,
id11560,Hàng như sử dụng rồi cẩn thận nha mấy bạn ơi,0,1,,,
id11561,hàng kém gắn vào xe bị cọ,0,1,,,
id11562,Giao hàng sai,0,3,,,
id11563,Hình như hàng giả? Con mình bị dị ứng...!!!,0,1,,,
id11564,quá tiện lợi,2,9,,,
id11565,Giá thành rẻ hơn thị trường,2,4,,,
id11566,Sạc không dùng được,0,1,,,
id11567,"Chất lượng kém, bị rách quay khi nhận hàng, chất lượng sản phẩm rất kém",0,1,,,
id11568,Sách thì hay nhưng sao không có băng theo kèm như trong sách nói vậy,0,9,,,
id11569,"Đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh, rất đáng tiền",2,9,,,
id11570,Đáng lẽ không được sao nào shop nói đăng ký sim cho nhưng sim không nhận dù lắp vào các loại điện thoại,0,5,,,
id11571,Phải chi biết đến shop sớm hơn,2,9,,,
id11572,Mua được với giá flash 5k kèm đôi gold,2,8,,,
id11573,Đôi này cổ giày dễ chịu hơn không bị cọ xát gây khó chịu,2,1,,,
id11574,"Cả hai đôi đi êm chân, không nóng như giày tây",2,1,,,
id11575,"Rất không hài lòng hàng không giống ảnh thực tế, khung yếu, động cơ điều chỉnh tay, không phải điều khiển từ xa",0,1,,,
id11576,"Rất khuyên mọi người nên mua, thực sự rất mềm mượt như các review trước",2,1,,,
id11577,Nhờ các comment trước đó nên mới quyết định mua và thật đúng đắn,2,9,,,
id11578,Mình dùng iCheck mà không thể kiểm tra được mã vạch của sản phẩm.,0,9,,,
id11579,Đành phải ấn nhận hàng mà hoang mang không biết có phải hàng giả không,0,3,,,
id11580,Hàng da công may,1,1,,,
