id,comment,label,task
7763,Chất lượng sản phẩm tuyệt vời nhưng làm ít ngọt lại một chút là ok,2,1
7764,"Giày đẹp lắm ạ, Shop phục vụ rất tốt",2,5
7765,Rất đáng tiền,2,4
7766,"Size rất ok, màu giống hình, vải mát, dễ chịu, trẻ trung",2,1
7767,Không nên mua lớn hơn 1 size,0,1
7768,Áo chật và ngắn trong khi mình là người gầy,0,1
7769,"Hàng đẹp nhưng mà to quá, em vẫn chưa mặc vừa",1,1
7770,Lỗi xước ống kính,0,1
7771,Lỗi xước ống kính.,1,9
7772,Còn sản phẩm mình chưa mở ra nên sẽ đánh giá sau,1,9
7773,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7774,Quần đẹp và giá rẻ,2,4
7775,Shop phục vụ rất tốt,2,5
7776,"Sản phẩm đẹp, phù hợp với số tiền, phối với đồ nào cũng đẹp xuất sắc",2,1
7777,"Vải đẹp, vừa size.",2,1
7778,Shop phục vụ rất tốt.,2,5
7779,Shop giao hàng áo bị lỗi nhưng nhắn tin hỏi đổi thì không thấy trả lời.,0,7
7780,Vải không đẹp.,0,1
7781,"Tả rất mỏng, không đủ thấm.",0,1
7782,Vải đẹp,2,1
7783,"Tốt, giúp dễ dàng lấy bé không sợ đau. Bé rất hợp tác",2,9
7784,Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt,2,1
7785,"Hàng ổn, phù hợp giá tiền",2,4
7786,"Đóng gói kỹ lưỡng, quà tặng khuyến mãi rất êm",2,2
7792,"Hạt còn nguyên vỏ nên bóc ra ăn rất ngon, chỉ hơi cực một chút, đặc biệt với những hạt nhỏ",2,1
7793,Không biết shop có sẵn hàng hay không nhưng thời gian shop giao hàng cho vận đơn rất lâu,0,3
7794,"Áo đẹp nhưng hơi nhăn một chút, chắc giặt sẽ hết, hình thêu đẹp",2,1
7795,Giao hàng không đúng màu đặt,0,3
7796,Rất đáng tiền,2,4
7787,Shop phục vụ rất tốt,2,5
7788,"Áo không giống hình, giao sai màu",0,1
7789,"Hàng bẩn, cũ, rách",0,1
7790,Chất lượng sản phẩm tuyệt vời,2,1
7791,Nhân viên giao hàng rất nhiệt tình,2,3
7797,"Quần rất xinh, sẽ ủng hộ shop dài dài.",2,1
7798,Thời gian giao hàng quá nhanh,2,3
7799,Shop phục vụ rất tốt.,2,5
7800,"Đã mua 2 lần, giá rất ổn, hàng rất đẹp.",2,4
7801,Chất lượng vẫn rất đẹp.,2,1
7802,Giá cả phải chăng,2,4
7803,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7804,Hàng rất đẹp,2,1
7805,Giao hàng quá chậm,0,3
7806,Ưng lắm,2,9
7807,Chất lượng sản phẩm kém Không đáng tiền,0,1
7808,Mình cao 1m58 mặc size M hơi bị ngắn,1,9
7809,Chất lượng sản phẩm tốt,2,1
7810,Shop phục vụ khá tốt,2,5
7811,Đáng đồng tiền,2,4
7812,"Áo đẹp y hình, cảm ơn shop, shop vô cùng dễ thương luôn",2,1
7813,Có hơi mỏng so với ảnh nhưng đẹp,1,1
7814,"Shop phục vụ tốt, đổi trả nhanh chóng(2-5",1,9
7815,2-7),1,9
7816,Quần đẹp,2,1
7822,Makeup thời gian ngắn thì ổn,2,9
7823,"Vì tin tưởng là Shopee Mall nên đã thanh toán trước bằng thẻ, khi nhận hàng ngay cũng đã xác nhận ngay",2,6
7824,Đến khi khui hàng sau đó thì thất vọng quá về shop ạ,0,1
7825,"Mặc bị dặm người, hơi ngứa, sợi len bám vào quần đen cũng rất bẩn",0,1
7826,Màu rất đẹp,2,1
7832,Mua quần ngố.,1,6
7833,Mong shop chú ý.,0,5
7834,Dây đan áo quá ngắn không đan được hết vào lỗ.,0,9
7835,Case đẹp.,2,1
7836,"Shop tư vấn tốt, áo đẹp dày nhưng có vẻ chất liệu không được mát lắm.",2,5
7827,Áo đẹp chất liệu xịn mặc rất mát,2,1
7828,Shop tư vấn nhiệt tình và có tâm,2,5
7829,Áo đẹp,2,1
7830,Shop rất có tâm,2,5
7831,Cảm ơn shop,2,9
7842,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn. Ủng hộ shop.,2,1
7843,"Mình đặt 3 ví, shop đều giao đúng mẫu. Da ví dày và hầu như không có hư hại gì.",2,3
7844,Xứng đáng với giá tiền.,2,4
7845,"Áo chất liệu hơi thô, mỏng, không mịn.",0,1
7846,Shop tư vấn nhiệt tình.,2,5
7837,"hàng bị vỡ, không sử dụng được",0,7
7838,Không có ý ảnh,0,9
7839,Chất lượng sản phẩm tuyệt vời. Đẹp tuyệt vời,2,1
7840,Cảm ơn shop rất nhiều,2,5
7841,Chiếc áo cực đẹp,2,1
7852,Sai màu bộ này rồi shop :,1,9
7853,Áo đúng như hình,2,1
7854,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7855,"Tuyệt vời, uy tín chất lượng hàng đầu",2,1
7856,Bán quần rách mà cũng bán được đành,0,1
7847,Monh shop có thể trả lời phản hồi nhanh hơn là được. → Mong shop có thể trả lời phản hồi nhanh hơn,0,5
7848,"Shop bán hàng quá dễ thương, mua hàng còn có quà tặng nữa. Sẽ ủng hộ shop tiếp. → Shop bán hàng quá dễ thương",2,9
7849,Mua hàng còn có quà tặng nữa,2,8
7850,"Hàng i hình, chất đẹp. → Hàng giống hình, chất đẹp",2,1
7851,Nhưng mình nghĩ có ngực mặc đẹp hơn. → Mình nghĩ người có ngực sẽ mặc đẹp hơn,1,9
7857,Áo quá đẹp luôn nha shop,2,1
7858,"Mình dự định đặt hàng bướm chữ Y theo hình số 1 nhưng shop gửi bướm chữ X, chắc do mình nhầm nhưng cũng không có gì phàn nàn",1,6
7859,"Chất lượng sản phẩm tuyệt vời, dây áo ngực mặc rất chắc chắn, có mút nâng",2,1
7860,Chất lượng sản phẩm tuyệt vời,2,1
7861,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7862,Chất lượng cũng ổn,1,1
7863,"Mặc vừa ý, rất đẹp!",2,1
7864,Tuy nhiên shop không hỗ trợ dù online thường xuyên,0,5
7865,Sẽ ủng hộ shop nhiều hơn,2,9
7866,Nên đặt đi nhé bà con tại tôi đặt 2 lần 2 cái quá trời đẹp!,2,6
7867,Vẫn dành tặng cho shop 5 sao.,2,9
7868,Giao thiếu hàng kêu trả lại tiền mà không thấy.,0,7
7869,Làm ăn gì kỳ vậy Shopee?,0,9
7870,Chất lượng sản phẩm tốt.,2,1
7871,Đóng gói sản phẩm rất đẹp và chắc chắn.,2,2
7872,Tiếc quá,0,9
7873,Chất lượng sản phẩm tuyệt vời,2,1
7874,"Đặt 6 chiếc size XXL thì lại giao 5 chiếc size XL, 1 chiếc size XXXL",0,6
7875,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7876,Thời gian giao hàng rất nhanh,2,3
7877,"Hàng may kỹ, so với giá tiền thì sản phẩm tốt hơn nhiều không chê vào đâu được",2,1
7878,"Chất lượng sản phẩm rất kém, không giống hình",0,1
7879,Quá ưng so với giá,2,4
7880,"Freestyle nhưng khá bé, mình 1m52, 43kg mặc vừa, dày dặn. Với giá ấy thì ổn",1,9
7881,Theo mình thì hàng giống hình 99%,2,1
7882,Ok nhé,1,9
7883,Khăn này mỏng nhẹ,2,1
7884,"Quá rộng, như cái mền vậy!",0,1
7885,Tạm được so với giá tiền,1,4
7886,Xinh lắm ý ạ,2,1
7887,Đẹp,2,1
7888,Nhưng vẫn 5 sao,2,9
7889,Túi đẹp,2,1
7890,Sẽ ủng hộ shop dài dài,2,9
7891,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7897,Chất lượng mà bề ngoài nhìn không giống trong hình,0,1
7898,"Nhận hàng rất ok, chất vải cũng mịn không thô",2,1
7899,Thích nhất cách phục vụ của shop,2,5
7900,Cảm ơn Shop nha,2,9
7901,"Thời gian giao hàng nhanh, đáng đồng tiền",2,3
7892,Tìm hết cái áo cũng không thấy chỗ nào ghi size,0,9
7893,Chất lượng sản phẩm tuyệt vời,2,1
7894,"Màu đậm hơn so với ảnh nhưng chất vải rất mát, mềm, nhẹ",2,1
7895,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7896,Thời gian giao hàng rất nhanh,2,3
7907,Rất hài lòng,2,9
7908,Lần đầu mua hàng Shopee mà ưng ý chất vải,2,1
7909,Giá tiền hợp lý,2,4
7910,Giao hàng hơi chậm,0,3
7911,Quần đẹp,2,1
7902,"Quá mỏng, không giống hình.",0,1
7903,Hàng ổn so với giá.,2,4
7904,Sản phẩm ổn.,2,1
7905,Đẹp và chất lượng nữa.,2,1
7906,Màu đánh lên rất đẹp.,2,1
7912,Shop phục vụ rất nhiệt tình,2,5
7913,Máy bị dính vạt dưới,0,1
7914,Hàng đẹp giá đẹp,2,1
7915,Đã nhắn tin yêu cầu shop gửi sớm vì có việc cần nhưng shop không trả lời,0,5
7916,Mới đặt thêm bộ nữa,1,6
7922,Sản phẩm rất ưng ý nhé ❤️,2,1
7923,"Áo cực mát, vải mịn",2,1
7924,Tuyệt vời,2,1
7925,Rất tiết kiệm chi phí,2,4
7926,Chất lượng sản phẩm tuyệt vời,2,1
7917,"sản phẩm tạm được, phù hợp với giá tiền",1,4
7918,Chất lượng sản phẩm tuyệt vời,2,1
7919,"Đây là lần thứ hai mua ở shop rồi, mặc dù rất đông khách nhưng chị chủ vẫn trả lời tin nhắn nhanh và tư vấn nhiệt tình",2,5
7920,"Được tặng một áo, cảm ơn shop ạ",2,8
7921,"Đầm đẹp, vải dày dặn, tuy nhiên hơi kén dáng và quấn miếng vải hơi mệt",1,1
7932,"giày đẹp giao hàng nhanh, thấy mọi người bảo size rộng hơn bình thường nên đặt 37, đi lại hơi chặt, hy vọng đi lâu nó dãn ra.",1,3
7933,Cảm ơn shop.,2,5
7934,"Nghĩ sao đặt hàng màu trắng, giao 2 cái màu vàng, bó tay..",0,7
7935,"Sản phẩm đẹp, rất vừa lòng.",2,1
7936,Màu không giống với hình.,0,1
7927,Cảm ơn shop ❤️,2,5
7928,Chất lượng sản phẩm tuyệt vời,2,1
7929,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7930,Shop phục vụ rất tốt,2,5
7931,"Cám ơn shop rất nhiều, chúc shop luôn buôn may bán đắt",2,5
7937,Chất lượng sản phẩm tuyệt vời,2,1
7938,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7939,Shop phục vụ rất tốt,2,5
7940,Rất đáng tiền,2,4
7941,Thời gian giao hàng rất nhanh,2,3
7942,Shop nhiệt tình và chu đáo. Có dịp chắc chắn sẽ ủng hộ tiếp,2,5
7943,Váy đẹp nhưng shop tư vấn nhầm size,0,5
7944,Áo rất đẹp,2,1
7945,Chất lượng sản phẩm tuyệt vời,2,1
7946,Rất đáng tiền,2,4
7947,Size S rộng hơn size M kia shop à.,1,9
7948,Cho shop 5 sao.,2,5
7949,"Áo đẹp, chất lượng sản phẩm tuyệt vời.",2,1
7950,Áo như hình :).,2,1
7951,Shop phục vụ rất tốt,2,5
7957,Áo rất đẹp luôn,2,1
7958,Giày đẹp nhưng không đúng kích thước nên chỉ cho 3 sao,0,1
7959,Chất lượng sản phẩm tuyệt vời,2,1
7960,Chất lượng cũng ổn,1,1
7961,"Chất lượng sản phẩm ổn, giá rẻ",2,1
7952,Order size S ship M,0,6
7953,Đẹp hơn giá tiền phải bỏ ra,2,4
7954,Nhưng rộng quá huhu,0,1
7955,Mọi người đừng mua ở shop này nữa,0,9
7956,Nhưng váy rất đẹp y hình,2,1
7962,Dây đeo trên đầu không chắc bị đứt,0,1
7963,Chỗ để điện thoại không chắc chắn,0,1
7964,"Chuẩn chất kate Thái, mềm, mịn, mát, nhẹ, thoải mái, không nhăn",1,9
7965,Thời gian giao hàng rất nhanh,2,3
7966,Thời gian giao hàng nhanh,2,3
7967,Áo thì được nhưng shop làm ăn cẩu thả không đọc tin nhắn khách bảo đặt 2 áo khác màu đem sai giao cùng màu thì cũng quỳ,0,6
7968,Hàng không giống hình lắm,0,1
7969,Khử mùi tốt,2,1
7970,"Vải mỏng, đường chỉ may giống hàng chợ",0,1
7971,Quá đẹp shop ạ,2,1
7972,Ngon bổ rẻ có thật,2,4
7973,Hai lớp áo may không đều,0,1
7974,Chất lượng sản phẩm tốt,2,1
7975,Giao hàng chậm,0,3
7976,Cảm ơn shop!,2,5
7977,Áo vải đẹp,2,1
7978,"Giày đẹp này đầy đủ, giao hàng nhanh",2,3
7979,Cực kỳ hài lòng với giá tiền và chất lượng,2,4
7980,Giá rẻ bất ngờ nhưng đã kiểm tra chuẩn hàng chính hãng 100%,2,1
7981,Khô gà ăn ngon,2,9
7987,"Chỉ một bộ vừa, hai bộ rộng rãi",1,1
7988,"Quần rộng rãi, thoải mái",2,1
7989,Lại mất công mang đi giặt,0,9
7990,Dài qua rốn một chút xíu,1,1
7991,Size nhỏ mặc không vừa,0,1
7982,"Shop bán sim lừa đảo, in giấy đăng ký làm theo cú pháp đăng ký gói VD89P, mất 89 nghìn cuối cùng đăng ký cho số điện thoại khác là sao, làm ăn gì kỳ cục vậy",0,9
7983,Màu không giống với hình,0,1
7984,Chất lượng sản phẩm tạm được,1,1
7985,"Giấy dày, cứng cáp",2,1
7986,Vừa giá tiền rất dễ thương và ưng ý,2,4
7992,Chấm sản phẩm 8.5/10,1,9
7993,"Áo đẹp, chất thun đẹp, đường may cũng đẹp.",2,1
7994,"Đẹp, giá tốt.",2,4
7995,Sản phẩm tạm được. Thời gian giao hàng rất nhanh.,1,1
7996,"Chất lượng sản phẩm tuyệt vời, gối êm lắm, vải bên ngoài sờ mướt tay luôn, ngoài mong đợi.",2,1
7997,"Mua online nhưng nhận được hàng y hình, mình và người yêu mang đều đẹp và vừa y như là đi thử vậy đó, đầm nữ mang lên rất sang, vải đẹp mềm mịn mang lên chuẩn form nữa, cảm ơn shop nhiều và sẽ ủng hộ shop dài lâu",2,1
7998,Rất hợp với da mình,2,1
7999,Tôi rất thất vọng khi tin tưởng shop,0,9
8000,Mặc tạm chụp ảnh thì chấp nhận,1,1
8001,"Mua 3 giao nhầm 2, trừ điểm shop",0,3
8002,Giá cả quá mềm so với chất lượng ạ.,2,4
8003,Chất lượng sản phẩm tuyệt vời.,2,1
8004,Shop phục vụ rất tốt.,2,5
8005,Chất lượng trung bình.,1,1
8006,Sản phẩm rất ưng ý.,2,1
8007,Váy không được phồng lắm,0,1
8008,"Hàng này hết nên được chị chủ inbox tư vấn tận tình đổi sang mẫu khác màu đỏ luôn, phải nói là quá ưng ạ",2,5
8009,Đường chỉ cũng không chắc chắn,0,1
8010,Chất lượng sản phẩm tuyệt vời!,2,1
8011,"Chất lượng sản phẩm tốt, đáng đồng tiền",2,1
8017,Chất lượng sản phẩm tuyệt vời,2,1
8018,"Hàng đẹp, đáng mua",2,1
8019,Sẽ còn ủng hộ dài dài,2,9
8020,Chất lượng ổn,2,1
8021,Chất lượng sản phẩm tuyệt vời,2,1
8012,"Giao thiếu hàng, rõ ràng bộ sản phẩm nhưng chỉ giao mỗi xịt khoáng",0,3
8013,Đóng gói sản phẩm rất đẹp,2,2
8014,Giá cả phù hợp,2,4
8015,Rất đáng tiền,2,4
8016,Shop phục vụ rất tốt,2,5
8022,"Mọi người, ảnh tôi đưa lên nè, mặc có một lần chưa kịp giặt, thun dệt trên ren đã đứt hết trơn. Chắc đem quăng sọt rác chứ có giặt cũng không mặc được nữa. Mấy cộng chỉ rơi ra là thun đứt đó. Shop này lừa đảo.",0,1
8023,Mua 10 lần như một.,2,9
8024,Giao hàng siêu nhanh luôn ý.,2,3
8025,Thời gian giao hàng rất nhanh.,2,3
8026,Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền.,2,2
8027,"Chất lượng tạm được, mẫu mã được nhưng sản phẩm bị rách nhẹ, lần sau shop nhớ kiểm tra cẩn thận nhé",0,1
8028,Thời gian giao hàng nhanh,2,3
8029,"Tư vấn rất cụ thể, đem lại giá thành hợp lý cho khách",2,4
8030,Hàng giống như hình,2,1
8031,Hơi tiếc một chút,0,9
8032,"Áo dày dặn, màu đẹp, mặc lên form cũng ok",2,1
8033,Size màu nude nhỏ hơn size màu đen,1,1
8034,Không biết giặt có phai màu không nhưng thôi giá rẻ vẫn đánh giá cao shop,2,4
8035,"Chất lượng sản phẩm tuyệt vời, kiểu dáng đẹp hơn hình",2,1
8036,Rất đáng tiền,2,4
8037,"Áo hơi nhỏ, chất lượng in không đẹp lắm nhưng mà giá tiền này thì tốt rồi.",0,1
8038,,2,4
8039,Có một chỗ bị đen nhỏ khi mới giao ở đường kẻ.,0,3
8040,"Sản phẩm đóng gói cẩn thận, vải len đẹp. Mình rất hài lòng về sản phẩm.",2,2
8041,,2,1
8042,Chất lượng áo khá ổn,2,1
8043,Chất lượng sản phẩm tuyệt vời,2,1
8044,Chất đẹp😍,2,1
8045,Nhưng rất đẹp😍 sẽ ủng hộ shop dài,2,1
8046,"Shop gửi tông xoẹt tông xanh xanh như màu nhà mới của mình luôn, thích cực kỳ, cảm ơn shop nhiều",2,9
8047,"Sản phẩm rất đẹp, da mềm, rất thích",2,1
8048,"Tạm da không có khuyết điểm thì OK, kiểm tra kỹ đầu",1,9
8049,"Áo đẹp lắm, thích hợp với các bạn mặc phong cách sexy một chút vì phần nách hơi sâu, vải dày, mát",2,1
8050,Thời gian giao hàng rất nhanh,2,3
8051,Chất lượng sản phẩm tuyệt vời,2,1
8052,"Chất lượng sản phẩm tuyệt vời tuy nhiên shop đóng gói chán quá, hộp bung túi bung hết, may là không bẩn tới váy áo",2,1
8053,"Shop đóng gói chán quá, hộp bung túi bung hết, may là không bẩn tới váy áo",0,2
8054,Sản phẩm cũng được,1,1
8055,Hàng chất đẹp,2,1
8056,Ánh sáng tốt,2,9
8062,Chất lượng sản phẩm không tốt,0,1
8063,Hộp phấn đến tay thì vỡ tung tóe hết,0,2
8064,Giao hàng quá thần tốc,2,3
8065,Mỗi tội mình đặt 2 chiếc màu đen thì bị 1 chiếc màu ghi nhưng thôi,1,6
8066,Tiền nào của đó,1,4
8057,"Áo chất lượng đẹp, màu sắc xinh và y như ảnh, đáng công chờ đợi",2,1
8058,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8059,Thời gian giao hàng rất nhanh,2,3
8060,"Gà hơi cay và mặn, lần sau sẽ ngon mới lấy tiếp",0,9
8061,Chất lượng sản phẩm tạm được,1,1
8067,Mà chuyển sang hồng nhiều hơn đỏ,1,9
8068,"Hàng đẹp, chất lượng tốt",2,1
8069,Áo giống như hình nhưng chất liệu hơi cứng,0,1
8070,Thời gian giao hàng khá lâu,0,3
8071,Không có điểm nào để chê,2,1
8072,Chất lượng sản phẩm tuyệt vời,2,1
8073,Shop giao hàng nhanh,2,3
8074,"Tem mác đầy đủ, hàng đúng như hình",2,1
8075,Máy không đẹp,0,1
8076,Chất lượng sản phẩm tuyệt vời,2,1
8077,Cho thêm nút mình nữa hihi.,1,9
8078,Màu sắc và mẫu áo đẹp như hình.,2,1
8079,Chất lượng sản phẩm tuyệt vời,2,1
8080,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8081,Shop phục vụ rất tốt.,2,5
8082,Dây không chuẩn tuy nhiên bù lại được cái chất âm khá hay,0,9
8083,Váy trắng hơi mỏng,1,1
8084,Mình đặt 2 màu hồng 1 màu nâu nhưng shop giao 2 màu hồng 1 màu trắng,0,6
8085,Form không chuẩn,0,1
8086,Áo đẹp,2,1
8087,"Vải quá mỏng và dáng quần không đẹp, mặc rất khó coi",0,1
8088,Màu hồng sẽ đẹp hơn,1,9
8089,Chất liệu da rất tốt,2,1
8090,Chất lượng phù hợp với giá tiền,2,4
8091,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8092,"Đủ hàng, đúng mẫu đã đặt, rất tốt",2,6
8093,Shop tư vấn rất nhiệt tình,2,5
8094,Chúc shop đặt hàng nhanh nhé,2,6
8095,Giao hàng nhanh nữa,2,3
8096,Áo phai màu nhiều,0,1
8097,"Sản phẩm cũng tạm được, nếu chất vải dày hơn thì sẽ tốt hơn vì đây là đầm, mặc vào thấy hơi mỏng, cảm ơn.",1,1
8098,"Shop phục vụ rất tốt, chất lượng được đảm bảo.",2,5
8099,"Cũng được, tay hơi ngắn.",1,1
8100,"Rộng rãi thoải mái, chất liệu hơi nóng nhưng phù hợp với mùa đông.",2,1
8101,"Chất lượng sản phẩm tuyệt vời, vải mịn và mát.",2,1
8107,Nạp hơi bị lâu,0,3
8108,Chất lượng sản phẩm tuyệt vời,2,1
8109,Cảm ơn,2,9
8110,Vải áo sơ mi hơi mỏng nhưng vẫn đẹp nhé,2,1
8111,Chất lượng đẹp lắm ạ,2,1
8102,Được tặng gương nhỏ xinh ❤️,2,8
8103,Áo chữ Nga quá rộng và dài,0,1
8104,Chị chủ shop rất dễ thương và tư vấn nhiệt tình,2,5
8105,Chất lượng sản phẩm tuyệt vời,2,1
8106,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8112,Shop uy tín,2,9
8113,"Quả không ôm, nói chung không phải loại tốt",0,1
8114,Không biết cái này tác dụng thơm ở đâu,1,9
8115,Shop giao nhầm màu,0,3
8116,Chất lượng sản phẩm tuyệt vời,2,1
8117,"Sản phẩm bị xóa hạn sử dụng, nắp bình không có niêm phong, có lẽ hàng đã được sử dụng rồi tận dụng để bán lại",0,1
8118,Không có hàng,0,9
8119,Mua hàng lần nào cũng ưng ý,2,9
8120,Áo đẹp,2,9
8121,"Giày đẹp, êm, mềm nhưng giày bị buộc bằng dây nên hơi mất form",1,1
8122,Đã chất lượng kém mà giao lại không đúng size,0,1
8123,Thất vọng vô cùng,0,9
8124,Tiện ích,1,9
8125,Nhận được hàng rồi nha shop,1,3
8126,Shop phục vụ rất tốt,2,5
8127,"Shop phục vụ rất tốt, shop giao nhầm màu",0,5
8128,"Áo form to, đẹp, chất lượng đẹp",2,1
8129,Hàng hơi mỏng,0,1
8130,"Áo đẹp lắm, shop ạ, lại còn được tặng miếng mặt nạ nữa",2,8
8131,Chất lượng sản phẩm tuyệt vời,2,1
8132,Giao hàng rất nhanh,2,3
8133,Quần không có chữ như hình,0,1
8134,Luôn ủng hộ shop,2,9
8135,Chất lượng sản phẩm tuyệt vời,2,1
8136,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8137,Đầu ra theo đúng định dạng bạn yêu cầu như sau:,1,9
8138,Giày nhẹ mẫu xinh.,1,9
8139,"mọi thứ đều ổn , hàng khá đẹp . chủ shop nói chuyện hài hòa . giải quyết vấn đề khá nhanh trong vòng 1 nốt nhạc .",1,9
8140,Còn cái size s thì bị mốc.,1,9
8141,Mọi người nên suy nghĩ kĩ trc khi đặt hàng kẻo lại thiếu hàng.,1,9
8142,Rất hợp với mình,2,1
8143,Gửi nhầm size quá rộng,0,7
8144,"Hàng giống hình, vải ổn, thời gian giao hàng rất nhanh, chủ shop nhiệt tình",2,1
8145,Nên góp ý con mặc ra ngoài của áo khác,1,9
8146,Chất phi bóng nóng,1,1
8157,"Quá đẹp, quá ưng ý luôn",2,1
8158,Thời gian giao hàng rất nhanh,2,3
8159,"Giao hàng hơi lâu, hàng như secondhand",0,3
8160,Vải đẹp nha,2,1
8161,"Shop nên để size khi đặt lựa chứ hàng về size nhỏ mặc chật, không thích lắm",0,6
8147,"Đồ đẹp, shop giao hàng nhanh và nhiệt tình!",2,3
8148,Chất lượng sản phẩm tuyệt vời,2,1
8149,"Đóng gói sản phẩm đẹp, chắc chắn",2,2
8150,Thời gian giao hàng nhanh,2,3
8151,Shop phục vụ siêu tốt luôn,2,5
8152,"Shop nhiệt tình, tốt bụng, hàng đẹp",2,5
8153,Trên cả tuyệt vời,2,9
8154,"Áo dày, đẹp",2,1
8155,"Hàng như hình, do mưa bão nên giao còn chậm trễ nên không có cặp đi học :'",1,9
8156,5 sao khích lệ,2,9
8162,"Hàng không đúng như hình, Shop phục vụ rất kém, rất không đáng tiền",0,9
8163,Chất liệu và form dáng rất đẹp,2,1
8164,Nhưng ít ra không nên để tiêu đề và mô tả sản phẩm như vậy,0,9
8165,Shop phục vụ rất tốt,2,5
8166,Thời gian giao hàng rất nhanh,2,3
7817,Chất lượng sản phẩm tuyệt vời,2,1
7818,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
7819,Shop phục vụ rất tốt,2,5
7820,Rất đáng tiền chất lượng sản phẩm tuyệt vời áo đẹp,2,1
7821,Shop nhiệt tình,2,5
8167,Không dày quá cũng không mỏng quá,1,1
8168,Chất lượng sản phẩm tuyệt vời,2,1
8169,Đóng gói sản phẩm rất đẹp và chắc chắn,2,2
8170,Bánh ngon giao hàng nhanh sẽ ủng hộ tiếp,2,3
8171,Chất lượng sản phẩm tuyệt vời,2,1
8177,Đóng gói ổn,2,2
8178,Rất ưng ý với mức giá như vậy,2,4
8179,Chất lượng sản phẩm tốt,2,1
8180,Còn hàng thì bó từ trên xuống dưới,0,9
8181,Không giao áo mà giao đại một cái váy gì đâu khác,0,3
8172,Chắc chắn rồi! Đây là kết quả của bạn:,1,9
8173,"Shop phục vụ rất kém, Chất lượng sản phẩm rất kém.",1,9
8174,Áo như hình... có đìu màu khôq được tươi như hình... nhưq áo ẹp... mìh ốm mặc hơi to...,1,9
8175,"Thời gian giao hàng rất nhanh.Chủ shop rất là tuyệt vời,trò ch rất nhiệt tình,mình rất là ưng cái bụg lắm lun àk ngen 😍😍😍.",1,9
8176,"sp tốt ạ, tks shop.",1,9
8182,Hơi thất vọng,0,1
8183,Màu áo không giống hình,0,1
8184,Size quá to,0,1
8185,Còn có thư cảm ơn rất dễ thương nữa,2,5
8186,Thời gian giao hàng rất nhanh,2,3
8187,Câu đã sửa và phân loại như sau:,1,9
8188,Chất lượng rất tốt shop phục vụ nhiệt tình Rất đáng tiền.,1,9
8189,Voi gia ca nhu z cũng OK ui.,1,9
8190,"Chất lượng sản phẩm tuyệt vời, rất đáng tiền.",1,9
8191,Đẹp nhưng nhỏ nên mặc kích lắm ạ.,1,9
8192,"Gói hàng rất kỹ, ok.",2,2
8193,Áo dây vải rất dày và đẹp.,2,1
8194,"Vải tốt, giá cả hợp lý. Siêu siêu đẹp.(2-1",1,9
8195,2-4),1,9
8196,Thời gian giao hàng rất nhanh.,2,3
8202,"Chất lượng sản phẩm tuyệt vời, váy rất đẹp, rất đáng tiền",2,1
8203,Giao hàng nhanh,2,3
8204,Có điều một túi mà cho tận hai túi hút ẩm to,1,9
8205,Áo đẹp lắm shop ạ,2,1
8206,Đóng gói sản phẩm chắc chắn,2,2
8197,"Váy xinh, giống hình, đường may tỉ mỉ",2,1
8198,Không đúng áo trong hình,0,1
8199,Cảm ơn shop,2,5
8200,Màu đẹp,2,1
8201,Quần bé quá shop ạ,0,1
8207,"Chất lượng sản phẩm tuyệt vời, còn được shop tặng thêm quà đi kèm",2,1
8208,Mình ưng ý,2,1
8209,"Trên cả tuyệt vời luôn ạ, nên mua của shop, được tặng kèm quà nữa ạ",2,1
8210,"Rất đáng tiền, chất liệu vải rất ổn. Mịn mà mát nữa",2,1
8211,"Hàng hơi tệ, nhìn đóng gói mà nản quá",0,2
8212,1 dây bị tuột chỉ,0,1
8213,Chất lượng sản phẩm tuyệt vời,2,1
8214,Shop phục vụ rất tốt,2,5
8215,Rất đáng tiền,2,4
8216,Thời gian giao hàng rất nhanh,2,3
8222,Thời gian giao hàng rất nhanh,2,3
8223,Rất đáng tiền Thời gian giao hàng rất nhanh,2,3
8224,Shop phục vụ rất tốt,2,5
8225,Mua 2 đôi,1,6
8226,"Sản phẩm rất tốt, chất lượng mà giá lại rẻ",2,1
8217,Shop nên xem lại cách đóng gói,0,2
